proxy,value,sd,x,sampleID
mg_ca,0.09357,0.004494061957619889,23,NM-1016-1
d18o,1.64874,NA,23,NM-1016-3
mg_ca,0.13617,0.01965173813948259,23,NM-1016-3
d18o,2.70433,NA,23,ORK_LT5
mg_ca,0.39504,0.0193259438197855,23,ORK_LT5
d18o,2.26047,NA,24,QG1-7188-1
mg_ca,0.44132,0.019142041664123477,24,QG1-7188-1
d18o,3.50047,NA,24,QG1-7189-2
mg_ca,0.34929,0.006125434663043964,24,QG1-7189-2
d18o,2.98047,NA,24,QG2-1061-1
mg_ca,0.41124,NA,24,QG2-1061-1
d18o,3.00047,NA,24,QG2-1064-1
mg_ca,0.40603,0.016648628401807784,24,QG2-1064-1
d18o,3.43047,NA,24,QG2-7180-1
mg_ca,0.36488,NA,24,QG2-7180-1
d18o,1.91047,NA,24,QG2-7180-2
mg_ca,0.4498,NA,24,QG2-7180-2
d18o,3.12047,NA,24,QG1-7246-1
mg_ca,0.43267,0.002760154853215969,24,QG1-7246-1
d18o,1.28739,NA,24,ND-1016-3
mg_ca,0.12202,0.010960695874982551,24,ND-1016-3
d18o,0.56002,NA,24,ND-1016-4
mg_ca,0.20484,NA,24,ND-1016-4
d18o,1.58573,NA,24,NM-1016-1
mg_ca,0.10092,0.0029320820132607453,24,NM-1016-1
d18o,1.95447,NA,24,NM-1016-3
mg_ca,0.09794,0.010319074525296814,24,NM-1016-3
d18o,3.02465,NA,24,ORK_LT5
mg_ca,0.36854,NA,24,ORK_LT5
d18o,1.83049,NA,25,QG1-7188-1
mg_ca,0.48203,0.020305121085793198,25,QG1-7188-1
d18o,3.22049,NA,25,QG1-7189-2
mg_ca,0.3646,0.006961442300304818,25,QG1-7189-2
d18o,2.92049,NA,25,QG2-1061-1
mg_ca,0.42599,0.01040131879151765,25,QG2-1061-1
d18o,3.31049,NA,25,QG2-1064-1
mg_ca,0.38748,0.005438114650980498,25,QG2-1064-1
d18o,3.16049,NA,25,QG2-7180-1
mg_ca,0.3649,NA,25,QG2-7180-1
d18o,2.12049,NA,25,QG2-7180-2
mg_ca,0.44746,NA,25,QG2-7180-2
d18o,3.02049,NA,25,QG1-7246-1
mg_ca,0.45728,0.008187960911349372,25,QG1-7246-1
d18o,1.43969,NA,25,ND-1016-3
mg_ca,0.10698,0.005493004672921506,25,ND-1016-3
d18o,0.75893,NA,25,ND-1016-4
mg_ca,0.17927,0.006494881005117049,25,ND-1016-4
d18o,1.43525,NA,25,NM-1016-1
mg_ca,0.11158,8.715787517978367e-4,25,NM-1016-1
d18o,2.09408,NA,25,NM-1016-3
mg_ca,0.07244,0.00632581474081952,25,NM-1016-3
d18o,3.1178,NA,25,ORK_LT5
mg_ca,0.36233,0.0084109648612776,25,ORK_LT5
d18o,1.78051,NA,26,QG1-7188-1
mg_ca,0.48989,0.0038059146294621166,26,QG1-7188-1
d18o,3.01051,NA,26,QG1-7189-2
mg_ca,0.37977,0.01327289844162035,26,QG1-7189-2
d18o,3.17051,NA,26,QG2-1061-1
mg_ca,0.39629,0.025205882524927913,26,QG2-1061-1
d18o,3.25051,NA,26,QG2-1064-1
mg_ca,0.38366,NA,26,QG2-1064-1
d18o,3.19051,NA,26,QG2-7180-1
mg_ca,0.36492,NA,26,QG2-7180-1
d18o,2.08051,NA,26,QG2-7180-2
mg_ca,0.44748,NA,26,QG2-7180-2
d18o,2.12051,NA,26,QG1-7246-1
mg_ca,0.50601,0.015348971979044113,26,QG1-7246-1
d18o,1.34734,NA,26,ND-1016-3
mg_ca,0.11891,0.005523361763704586,26,ND-1016-3
d18o,1.14879,NA,26,ND-1016-4
mg_ca,0.15669,0.006784633853199431,26,ND-1016-4
d18o,1.49935,NA,26,NM-1016-1
mg_ca,0.11098,NA,26,NM-1016-1
d18o,2.3269,NA,26,NM-1016-3
mg_ca,0.11081,NA,26,NM-1016-3
d18o,2.71719,NA,26,ORK_LT5
mg_ca,0.39089,0.021395928246744283,26,ORK_LT5
d18o,1.54053,NA,27,QG1-7188-1
mg_ca,0.54584,0.02548329644122421,27,QG1-7188-1
d18o,2.69053,NA,27,QG1-7189-2
mg_ca,0.39862,0.0010824614626652022,27,QG1-7189-2
d18o,3.48053,NA,27,QG2-1061-1
mg_ca,0.38315,0.009415748752671291,27,QG2-1061-1
d18o,3.5905300000000002,NA,27,QG2-1064-1
mg_ca,0.37229,NA,27,QG2-1064-1
d18o,2.80053,NA,27,QG2-7180-1
mg_ca,0.39937,0.009508652574656154,27,QG2-7180-1
d18o,1.96053,NA,27,QG2-7180-2
mg_ca,0.4475,NA,27,QG2-7180-2
d18o,2.57053,NA,27,QG1-7246-1
mg_ca,0.46052,0.01125657735824703,27,QG1-7246-1
d18o,1.38322,NA,27,ND-1016-3
mg_ca,0.10498,0.0036325717998608657,27,ND-1016-3
d18o,1.215,NA,27,ND-1016-4
mg_ca,0.14243,0.003832831283344368,27,ND-1016-4
d18o,1.22542,NA,27,NM-1016-1
mg_ca,0.11619,0.0014728439155266987,27,NM-1016-1
d18o,1.55393,NA,27,NM-1016-3
mg_ca,0.14553,0.030678396304595353,27,NM-1016-3
d18o,2.38963,NA,27,ORK_LT5
mg_ca,0.42837,0.009639989473896602,27,ORK_LT5
d18o,1.90055,NA,28,QG1-7188-1
mg_ca,0.49156,NA,28,QG1-7188-1
d18o,2.93055,NA,28,QG1-7189-2
mg_ca,0.38705,0.010102217499204334,28,QG1-7189-2
d18o,3.72055,NA,28,QG2-1061-1
mg_ca,0.36167,0.015664503495293677,28,QG2-1061-1
d18o,3.64055,NA,28,QG2-1064-1
mg_ca,0.37231,NA,28,QG2-1064-1
d18o,2.53055,NA,28,QG2-7180-1
mg_ca,0.4141,0.012278061257681617,28,QG2-7180-1
d18o,1.74055,NA,28,QG2-7180-2
mg_ca,0.44752,NA,28,QG2-7180-2
d18o,3.13055,NA,28,QG1-7246-1
mg_ca,0.43069,0.013272937691554645,28,QG1-7246-1
d18o,1.11125,NA,28,ND-1016-3
mg_ca,0.13014,0.014799273061890697,28,ND-1016-3
d18o,1.45582,NA,28,ND-1016-4
mg_ca,0.12907,0.006031673790091875,28,ND-1016-4
d18o,1.14196,NA,28,NM-1016-1
mg_ca,0.11772,5.623160265227547e-4,28,NM-1016-1
d18o,2.16222,NA,28,NM-1016-3
mg_ca,0.07757,0.006464051160484399,28,NM-1016-3
d18o,1.95993,NA,28,ORK_LT5
mg_ca,0.46794,NA,28,ORK_LT5
d18o,1.84057,NA,29,QG1-7188-1
mg_ca,0.48802,NA,29,QG1-7188-1
d18o,2.38057,NA,29,QG1-7189-2
mg_ca,0.42656,0.020050191552493067,29,QG1-7189-2
d18o,3.66057,NA,29,QG2-1061-1
mg_ca,0.37264,0.007425449772125612,29,QG2-1061-1
d18o,3.25057,NA,29,QG2-1064-1
mg_ca,0.38746,NA,29,QG2-1064-1
d18o,2.21057,NA,29,QG2-7180-1
mg_ca,0.44665,0.006163886137707836,29,QG2-7180-1
d18o,2.17057,NA,29,QG2-7180-2
mg_ca,0.44754,NA,29,QG2-7180-2
d18o,3.52057,NA,29,QG1-7246-1
mg_ca,0.40635,0.0069714055154771965,29,QG1-7246-1
d18o,1.12892,NA,29,ND-1016-3
mg_ca,0.11514,NA,29,ND-1016-3
d18o,1.55003,NA,29,ND-1016-4
mg_ca,0.12204,0.0031219594493016012,29,ND-1016-4
d18o,1.07424,NA,29,NM-1016-1
mg_ca,0.12602,0.004614578499303836,29,NM-1016-1
d18o,1.9266,NA,29,NM-1016-3
mg_ca,0.09157,0.008310506448783015,29,NM-1016-3
d18o,1.709,NA,29,ORK_LT5
mg_ca,0.48361,0.025005920874401125,29,ORK_LT5
d18o,1.91059,NA,30,QG1-7188-1
mg_ca,0.47963,0.004231790387357593,30,QG1-7188-1
d18o,2.18059,NA,30,QG1-7189-2
mg_ca,0.44114,0.010068953608414661,30,QG1-7189-2
d18o,3.78059,NA,30,QG2-1061-1
mg_ca,0.35344,0.004199159665881291,30,QG2-1061-1
d18o,3.11059,NA,30,QG2-1064-1
mg_ca,0.40597,0.00711826983274935,30,QG2-1064-1
d18o,2.36059,NA,30,QG2-7180-1
mg_ca,0.42161,0.012899613697834211,30,QG2-7180-1
d18o,1.89059,NA,30,QG2-7180-2
mg_ca,0.46525,NA,30,QG2-7180-2
d18o,3.00059,NA,30,QG1-7246-1
mg_ca,0.44924,0,30,QG1-7246-1
d18o,1.31922,NA,30,ND-1016-3
mg_ca,0.10624,0.004071130303726109,30,ND-1016-3
d18o,1.61108,NA,30,ND-1016-4
mg_ca,0.11341,0.005783120119049298,30,ND-1016-4
d18o,1.21098,NA,30,NM-1016-1
mg_ca,0.1111,0.004388461938575809,30,NM-1016-1
d18o,2.26373,NA,30,NM-1016-3
mg_ca,0.06684,0.0016413928691674973,30,NM-1016-3
d18o,2.1815,NA,30,ORK_LT5
mg_ca,0.44991,0.00749666711176183,30,ORK_LT5
d18o,2.07061,NA,31,QG1-7188-1
mg_ca,0.46748,0.013733632878875218,31,QG1-7188-1
d18o,1.81061,NA,31,QG1-7189-2
mg_ca,0.46782,0.010214306621585009,31,QG1-7189-2
d18o,3.62061,NA,31,QG2-1061-1
mg_ca,0.35989,0.018661903544395755,31,QG2-1061-1
d18o,2.69061,NA,31,QG2-1064-1
mg_ca,0.42024,0.020798124519529334,31,QG2-1064-1
d18o,2.19061,NA,31,QG2-7180-1
mg_ca,0.43981,NA,31,QG2-7180-1
d18o,1.82061,NA,31,QG2-7180-2
mg_ca,0.46527,NA,31,QG2-7180-2
d18o,2.75061,NA,31,QG1-7246-1
mg_ca,0.45583,0.010541686621652478,31,QG1-7246-1
d18o,1.05931,NA,31,ND-1016-3
mg_ca,0.11956,NA,31,ND-1016-3
d18o,2.03586,NA,31,ND-1016-4
mg_ca,0.1058,NA,31,ND-1016-4
d18o,0.80219,NA,31,NM-1016-1
mg_ca,0.14103,0.008694140268886182,31,NM-1016-1
d18o,2.35659,NA,31,NM-1016-3
mg_ca,0.0657,NA,31,NM-1016-3
d18o,2.33564,NA,31,ORK_LT5
mg_ca,0.43145,0.011974837049091719,31,ORK_LT5
d18o,2.33063,NA,32,QG1-7188-1
mg_ca,0.4547,0.025009452164993954,32,QG1-7188-1
d18o,1.99063,NA,32,QG1-7189-2
mg_ca,0.44918,0.007264354768979628,32,QG1-7189-2
d18o,3.34063,NA,32,QG2-1061-1
mg_ca,0.40181,NA,32,QG2-1061-1
d18o,2.56063,NA,32,QG2-1064-1
mg_ca,0.43899,NA,32,QG2-1064-1
d18o,1.92063,NA,32,QG2-7180-1
mg_ca,0.47135,NA,32,QG2-7180-1
d18o,1.84063,NA,32,QG2-7180-2
mg_ca,0.46529,NA,32,QG2-7180-2
d18o,2.67063,NA,32,QG1-7246-1
mg_ca,0.46694,0,32,QG1-7246-1
d18o,1.08291,NA,32,ND-1016-3
mg_ca,0.11958,NA,32,ND-1016-3
d18o,1.18601,NA,32,ND-1016-4
mg_ca,0.10582,NA,32,ND-1016-4
d18o,0.84201,NA,32,NM-1016-1
mg_ca,0.13294,NA,32,NM-1016-1
d18o,2.27495,NA,32,NM-1016-3
mg_ca,0.06572,NA,32,NM-1016-3
d18o,2.83516,NA,32,ORK_LT5
mg_ca,0.3962,0.0176488805472717,32,ORK_LT5
d18o,2.35065,NA,33,QG1-7188-1
mg_ca,0.44491000000000003,0.0079191130699787,33,QG1-7188-1
d18o,1.94065,NA,33,QG1-7189-2
mg_ca,0.46063,0.0112669824802209,33,QG1-7189-2
d18o,3.07065,NA,33,QG2-1061-1
mg_ca,0.40716,0.02078978125271693,33,QG2-1061-1
d18o,2.40065,NA,33,QG2-1064-1
mg_ca,0.43901,NA,33,QG2-1064-1
d18o,1.98065,NA,33,QG2-7180-1
mg_ca,0.47137,NA,33,QG2-7180-1
d18o,1.85065,NA,33,QG2-7180-2
mg_ca,0.46531,NA,33,QG2-7180-2
d18o,2.23065,NA,33,QG1-7246-1
mg_ca,0.50371,0.008775335974349215,33,QG1-7246-1
d18o,1.14552,NA,33,ND-1016-3
mg_ca,0.11759,NA,33,ND-1016-3
d18o,1.83148,NA,33,ND-1016-4
mg_ca,0.10218000000000001,NA,33,ND-1016-4
d18o,0.921,NA,33,NM-1016-1
mg_ca,0.12262,0.0039970794120117404,33,NM-1016-1
d18o,2.33272,NA,33,NM-1016-3
mg_ca,0.06574,NA,33,NM-1016-3
d18o,3.37764,NA,33,ORK_LT5
mg_ca,0.35172,0.014447747228597686,33,ORK_LT5
d18o,2.40067,NA,34,QG1-7188-1
mg_ca,0.44415,0.01888219340344927,34,QG1-7188-1
d18o,1.63067,NA,34,QG1-7189-2
mg_ca,0.48869,0.016379962495285554,34,QG1-7189-2
d18o,2.73067,NA,34,QG2-1061-1
mg_ca,0.42749,0.022102830721596047,34,QG2-1061-1
d18o,2.37067,NA,34,QG2-1064-1
mg_ca,0.43903,NA,34,QG2-1064-1
d18o,2.10067,NA,34,QG2-7180-1
mg_ca,0.47139,NA,34,QG2-7180-1
d18o,1.64067,NA,34,QG2-7180-2
mg_ca,0.48254,0.013324531592997384,34,QG2-7180-2
d18o,2.21067,NA,34,QG1-7246-1
mg_ca,0.49787,NA,34,QG1-7246-1
d18o,1.02316,NA,34,ND-1016-3
mg_ca,0.12236,NA,34,ND-1016-3
d18o,1.78446,NA,34,ND-1016-4
mg_ca,0.09981,NA,34,ND-1016-4
d18o,0.79753,NA,34,NM-1016-1
mg_ca,0.12887,NA,34,NM-1016-1
d18o,2.30504,NA,34,NM-1016-3
mg_ca,0.06576,NA,34,NM-1016-3
d18o,3.158,NA,34,ORK_LT5
mg_ca,0.36896,0.020077432249217955,34,ORK_LT5
d18o,2.54069,NA,35,QG1-7188-1
mg_ca,0.4049,0.012689562964932967,35,QG1-7188-1
d18o,1.81069,NA,35,QG1-7189-2
mg_ca,0.45584,0.012272774689772344,35,QG1-7189-2
d18o,2.52069,NA,35,QG2-1061-1
mg_ca,0.44492,0.019725029501605554,35,QG2-1061-1
d18o,2.31069,NA,35,QG2-1064-1
mg_ca,0.4639,NA,35,QG2-1064-1
d18o,2.10069,NA,35,QG2-7180-1
mg_ca,0.47141,NA,35,QG2-7180-1
d18o,1.95069,NA,35,QG2-7180-2
mg_ca,0.45616,NA,35,QG2-7180-2
d18o,2.4106900000000002,NA,35,QG1-7246-1
mg_ca,0.47231,0.01657008638652829,35,QG1-7246-1
d18o,0.99816,NA,35,ND-1016-3
mg_ca,0.12725,0.0023219879407607165,35,ND-1016-3
d18o,1.58931,NA,35,ND-1016-4
mg_ca,0.11566,0.00431473379194654,35,ND-1016-4
d18o,0.89239,NA,35,NM-1016-1
mg_ca,0.12889,NA,35,NM-1016-1
d18o,2.33302,NA,35,NM-1016-3
mg_ca,0.06578,NA,35,NM-1016-3
d18o,2.45238,NA,35,ORK_LT5
mg_ca,0.43298,0.027073430025734264,35,ORK_LT5
d18o,2.46071,NA,36,QG1-7188-1
mg_ca,0.45275,0.02394070797143541,36,QG1-7188-1
d18o,1.62071,NA,36,QG1-7189-2
mg_ca,0.47491,NA,36,QG1-7189-2
d18o,2.39071,NA,36,QG2-1061-1
mg_ca,0.4575,NA,36,QG2-1061-1
d18o,1.93071,NA,36,QG2-1064-1
mg_ca,0.48615,0.005935942976298827,36,QG2-1064-1
d18o,2.01071,NA,36,QG2-7180-1
mg_ca,0.47143,NA,36,QG2-7180-1
d18o,2.03071,NA,36,QG2-7180-2
mg_ca,0.45618,NA,36,QG2-7180-2
d18o,3.45071,NA,36,QG1-7246-1
mg_ca,0.43633,NA,36,QG1-7246-1
d18o,1.15106,NA,36,ND-1016-3
mg_ca,0.11462,0.007241942629319521,36,ND-1016-3
d18o,1.75372,NA,36,ND-1016-4
mg_ca,0.10739,0.0013549163204444694,36,ND-1016-4
d18o,0.80169,NA,36,NM-1016-1
mg_ca,0.12891,NA,36,NM-1016-1
d18o,2.42442,NA,36,NM-1016-3
mg_ca,0.0658,NA,36,NM-1016-3
d18o,2.18775,NA,36,ORK_LT5
mg_ca,0.44324,0.005029490123872382,36,ORK_LT5
d18o,2.82073,NA,37,QG1-7188-1
mg_ca,0.4114,0.029059500125495772,37,QG1-7188-1
d18o,1.55073,NA,37,QG1-7189-2
mg_ca,0.47493,NA,37,QG1-7189-2
d18o,2.26073,NA,37,QG2-1061-1
mg_ca,0.46585,0.02245308926919142,37,QG2-1061-1
d18o,2.05073,NA,37,QG2-1064-1
mg_ca,0.46426,0.01626634713986189,37,QG2-1064-1
d18o,1.98073,NA,37,QG2-7180-1
mg_ca,0.47261,0.0016406790981192522,37,QG2-7180-1
d18o,2.07073,NA,37,QG2-7180-2
mg_ca,0.4562,NA,37,QG2-7180-2
d18o,4.05073,NA,37,QG1-7246-1
mg_ca,0.43635,NA,37,QG1-7246-1
d18o,1.47866,NA,37,ND-1016-3
mg_ca,0.10732,0.0018319663952652766,37,ND-1016-3
d18o,1.73792,NA,37,ND-1016-4
mg_ca,0.10403,0.005677500780730609,37,ND-1016-4
d18o,0.66833,NA,37,NM-1016-1
mg_ca,0.16902,0.02498112474146153,37,NM-1016-1
d18o,2.54504,NA,37,NM-1016-3
mg_ca,0.06582,NA,37,NM-1016-3
d18o,1.95066,NA,37,ORK_LT5
mg_ca,0.45795,0.008829017687823617,37,ORK_LT5
d18o,3.51075,NA,38,QG1-7188-1
mg_ca,0.37129,0.0014523397026495971,38,QG1-7188-1
d18o,1.37075,NA,38,QG1-7189-2
mg_ca,0.50582,0.011249130757409293,38,QG1-7189-2
d18o,2.31075,NA,38,QG2-1061-1
mg_ca,0.45971,0.01006088381697359,38,QG2-1061-1
d18o,2.01075,NA,38,QG2-1064-1
mg_ca,0.47595,0.004619988773950624,38,QG2-1064-1
d18o,2.10075,NA,38,QG2-7180-1
mg_ca,0.47379,NA,38,QG2-7180-1
d18o,2.22075,NA,38,QG2-7180-2
mg_ca,0.45622,NA,38,QG2-7180-2
d18o,3.24075,NA,38,QG1-7246-1
mg_ca,0.43807,0.00460399858482024,38,QG1-7246-1
d18o,1.40196,NA,38,ND-1016-3
mg_ca,0.1053,NA,38,ND-1016-3
d18o,1.43837,NA,38,ND-1016-4
mg_ca,0.11083,NA,38,ND-1016-4
d18o,0.863,NA,38,NM-1016-1
mg_ca,0.13103,0.0036862213763151483,38,NM-1016-1
d18o,2.2627100000000002,NA,38,NM-1016-3
mg_ca,0.06584,NA,38,NM-1016-3
d18o,1.78564,NA,38,ORK_LT5
mg_ca,0.47215,0.006258766525345588,38,ORK_LT5
d18o,3.61077,NA,39,QG1-7188-1
mg_ca,0.37234,NA,39,QG1-7188-1
d18o,1.03077,NA,39,QG1-7189-2
mg_ca,0.50834,NA,39,QG1-7189-2
d18o,1.86077,NA,39,QG2-1061-1
mg_ca,0.48072,0.016815370299366122,39,QG2-1061-1
d18o,2.00077,NA,39,QG2-1064-1
mg_ca,0.48515,0.023893749391332958,39,QG2-1064-1
d18o,1.65077,NA,39,QG2-7180-1
mg_ca,0.50677,0.02455813283767187,39,QG2-7180-1
d18o,1.96077,NA,39,QG2-7180-2
mg_ca,0.45624,NA,39,QG2-7180-2
d18o,2.39077,NA,39,QG1-7246-1
mg_ca,0.50691,0.02140733987733715,39,QG1-7246-1
d18o,1.63528,NA,39,ND-1016-3
mg_ca,0.10143,0.0024897661569081154,39,ND-1016-3
d18o,1.54144,NA,39,ND-1016-4
mg_ca,0.11675,2.056585022871608e-4,39,ND-1016-4
d18o,0.86516,NA,39,NM-1016-1
mg_ca,0.13072,0.004756350629616529,39,NM-1016-1
d18o,2.20959,NA,39,NM-1016-3
mg_ca,0.06652,6.367136555516619e-4,39,NM-1016-3
d18o,1.57628,NA,39,ORK_LT5
mg_ca,0.50018,NA,39,ORK_LT5
d18o,3.20079,NA,40,QG1-7188-1
mg_ca,0.39283,0.012601087009884021,40,QG1-7188-1
d18o,1.69079,NA,40,QG1-7189-2
mg_ca,0.48051,0.015290065044866333,40,QG1-7189-2
d18o,1.50079,NA,40,QG2-1061-1
mg_ca,0.5115,0.014508493761217382,40,QG2-1061-1
d18o,2.20079,NA,40,QG2-1064-1
mg_ca,0.45986,0.013952586537229488,40,QG2-1064-1
d18o,2.16079,NA,40,QG2-7180-1
mg_ca,0.45978,NA,40,QG2-7180-1
d18o,1.85079,NA,40,QG2-7180-2
mg_ca,0.46357,0.003855695995283924,40,QG2-7180-2
d18o,2.41079,NA,40,QG1-7246-1
mg_ca,0.47233,0.010498856502941089,40,QG1-7246-1
d18o,1.81245,NA,40,ND-1016-3
mg_ca,0.0991,0.008398665434719758,40,ND-1016-3
d18o,1.63342,NA,40,ND-1016-4
mg_ca,0.10924,0.0020729701410369572,40,ND-1016-4
d18o,1.11108,NA,40,NM-1016-1
mg_ca,0.11988,0.0018277843331506235,40,NM-1016-1
d18o,1.97586,NA,40,NM-1016-3
mg_ca,0.06661,NA,40,NM-1016-3
d18o,1.73027,NA,40,ORK_LT5
mg_ca,0.5002,NA,40,ORK_LT5
d18o,2.73081,NA,41,QG1-7188-1
mg_ca,0.43274,0.01742965971253559,41,QG1-7188-1
d18o,1.43081,NA,41,QG1-7189-2
mg_ca,0.49334,0.012818335385081555,41,QG1-7189-2
d18o,1.92081,NA,41,QG2-1061-1
mg_ca,0.472,0.016585352662069775,41,QG2-1061-1
d18o,2.30081,NA,41,QG2-1064-1
mg_ca,0.45421,NA,41,QG2-1064-1
d18o,2.41081,NA,41,QG2-7180-1
mg_ca,0.43671,4.110669946060805e-4,41,QG2-7180-1
d18o,1.6508100000000001,NA,41,QG2-7180-2
mg_ca,0.46632,NA,41,QG2-7180-2
d18o,3.19081,NA,41,QG1-7246-1
mg_ca,0.42183,0.008010915275252545,41,QG1-7246-1
d18o,1.89826,NA,41,ND-1016-3
mg_ca,0.09076,0.0010755404787361883,41,ND-1016-3
d18o,1.58678,NA,41,ND-1016-4
mg_ca,0.11563,0.0035876038723719845,41,ND-1016-4
d18o,1.22959,NA,41,NM-1016-1
mg_ca,0.11616,0.009625524098088612,41,NM-1016-1
d18o,2.21357,NA,41,NM-1016-3
mg_ca,0.06663,NA,41,NM-1016-3
d18o,1.53598,NA,41,ORK_LT5
mg_ca,0.50022,NA,41,ORK_LT5
d18o,1.98083,NA,42,QG1-7188-1
mg_ca,0.45552,0.012047357406797101,42,QG1-7188-1
d18o,1.68083,NA,42,QG1-7189-2
mg_ca,0.47432,0.023574817011347976,42,QG1-7189-2
d18o,1.83083,NA,42,QG2-1061-1
mg_ca,0.48912,0.014970712398926016,42,QG2-1061-1
d18o,2.28083,NA,42,QG2-1064-1
mg_ca,0.45423,NA,42,QG2-1064-1
d18o,2.10083,NA,42,QG2-7180-1
mg_ca,0.43644,NA,42,QG2-7180-1
d18o,2.12083,NA,42,QG2-7180-2
mg_ca,0.44754,0.003011550234312622,42,QG2-7180-2
d18o,3.17083,NA,42,QG1-7246-1
mg_ca,0.43253,0,42,QG1-7246-1
d18o,1.94562,NA,42,ND-1016-3
mg_ca,0.08903,0.0014235837930779087,42,ND-1016-3
d18o,1.56954,NA,42,ND-1016-4
mg_ca,0.11999,0.0034064886193695596,42,ND-1016-4
d18o,1.49551,NA,42,NM-1016-1
mg_ca,0.11021,0.0018249951795524118,42,NM-1016-1
d18o,2.08786,NA,42,NM-1016-3
mg_ca,0.08043,0.005204283002778692,42,NM-1016-3
d18o,1.51939,NA,42,ORK_LT5
mg_ca,0.50029,0.01454237123915339,42,ORK_LT5
d18o,1.80085,NA,43,QG1-7188-1
mg_ca,0.48689,NA,43,QG1-7188-1
d18o,2.17085,NA,43,QG1-7189-2
mg_ca,0.43302,0.011871537639602883,43,QG1-7189-2
d18o,2.18085,NA,43,QG2-1061-1
mg_ca,0.4516,0.018709453573844886,43,QG2-1061-1
d18o,2.39085,NA,43,QG2-1064-1
mg_ca,0.45425,NA,43,QG2-1064-1
d18o,2.59085,NA,43,QG2-7180-1
mg_ca,0.42013,NA,43,QG2-7180-1
d18o,2.31085,NA,43,QG2-7180-2
mg_ca,0.41638,0.01486867051691247,43,QG2-7180-2
d18o,2.54085,NA,43,QG1-7246-1
mg_ca,0.48704,0,43,QG1-7246-1
d18o,2.11306,NA,43,ND-1016-3
mg_ca,0.08529,0.004858413817796387,43,ND-1016-3
d18o,1.67032,NA,43,ND-1016-4
mg_ca,0.11621,NA,43,ND-1016-4
d18o,1.50603,NA,43,NM-1016-1
mg_ca,0.10487,2.100425040790618e-4,43,NM-1016-1
d18o,1.95875,NA,43,NM-1016-3
mg_ca,0.09855,0.008684571951984901,43,NM-1016-3
d18o,0.17496,NA,43,ORK_LT5
mg_ca,0.47469,NA,43,ORK_LT5
d18o,1.69087,NA,44,QG1-7188-1
mg_ca,0.49661,0.021593442622202075,44,QG1-7188-1
d18o,1.95087,NA,44,QG1-7189-2
mg_ca,0.46866,0.020674966481951607,44,QG1-7189-2
d18o,1.83087,NA,44,QG2-1061-1
mg_ca,0.49762,0.022848996572670584,44,QG2-1061-1
d18o,2.58087,NA,44,QG2-1064-1
mg_ca,0.42974,0.009446230777716164,44,QG2-1064-1
d18o,2.53087,NA,44,QG2-7180-1
mg_ca,0.42015,NA,44,QG2-7180-1
d18o,2.13087,NA,44,QG2-7180-2
mg_ca,0.43011,0.014669479992225901,44,QG2-7180-2
d18o,2.14087,NA,44,QG1-7246-1
mg_ca,0.48706,NA,44,QG1-7246-1
d18o,2.1677399999999998,NA,44,ND-1016-3
mg_ca,0.08276,0.0020043165532544894,44,ND-1016-3
d18o,1.66774,NA,44,ND-1016-4
mg_ca,0.11623,NA,44,ND-1016-4
d18o,1.51443,NA,44,NM-1016-1
mg_ca,0.10094,0.003206284119431443,44,NM-1016-1
d18o,1.81494,NA,44,NM-1016-3
mg_ca,0.122,0.006824411598781038,44,NM-1016-3
d18o,2.25223,NA,44,ORK_LT5
mg_ca,0.44217,0.014978183268654865,44,ORK_LT5
d18o,1.96089,NA,45,QG1-7188-1
mg_ca,0.46535,0.012403872615305078,45,QG1-7188-1
d18o,2.14089,NA,45,QG1-7189-2
mg_ca,0.448,0.006208857247905083,45,QG1-7189-2
d18o,1.85089,NA,45,QG2-1061-1
mg_ca,0.48203,NA,45,QG2-1061-1
d18o,2.45089,NA,45,QG2-1064-1
mg_ca,0.4517,0.014026543563081905,45,QG2-1064-1
d18o,2.50089,NA,45,QG2-7180-1
mg_ca,0.42017,NA,45,QG2-7180-1
d18o,3.01089,NA,45,QG2-7180-2
mg_ca,0.38701,0.027674472074784587,45,QG2-7180-2
d18o,2.01089,NA,45,QG1-7246-1
mg_ca,0.51882,0.0053362575095872705,45,QG1-7246-1
d18o,2.27718,NA,45,ND-1016-3
mg_ca,0.07847,0.0013003072145187458,45,ND-1016-3
d18o,1.45909,NA,45,ND-1016-4
mg_ca,0.12962,0.005611779542958404,45,ND-1016-4
d18o,1.77133,NA,45,NM-1016-1
mg_ca,0.09265,0.002059032653771486,45,NM-1016-1
d18o,1.56056,NA,45,NM-1016-3
mg_ca,0.14476,0.004710181483948625,45,NM-1016-3
d18o,2.16604,NA,45,ORK_LT5
mg_ca,0.4709,0.012158556677786347,45,ORK_LT5
d18o,1.72091,NA,46,QG1-7188-1
mg_ca,0.46569,NA,46,QG1-7188-1
d18o,2.39091,NA,46,QG1-7189-2
mg_ca,0.42551,NA,46,QG1-7189-2
d18o,1.90091,NA,46,QG2-1061-1
mg_ca,0.48699,0.006992591996318787,46,QG2-1061-1
d18o,2.55091,NA,46,QG2-1064-1
mg_ca,0.43403,0.01758431130888335,46,QG2-1064-1
d18o,2.70091,NA,46,QG2-7180-1
mg_ca,0.41087,0.015322144322520534,46,QG2-7180-1
d18o,2.82091,NA,46,QG2-7180-2
mg_ca,0.39901,0.016609815740022682,46,QG2-7180-2
d18o,2.65091,NA,46,QG1-7246-1
